#START7777
#--------------------------------------------------------------------------------------------------
#  CH_LOW : 하층 운고(m) : 7620m 이면 구름없음
#  CH_MID : 중층 운고(m)
#  CH_TOP : 상층 운고(m)
#  CA_TOT : 전운량(%)
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI,  STN,        LON.,       LAT., CH_LOW,CH_MID,CH_TOP,CA_TOT,=
#        KST,   ID,       (deg),      (deg),    (m),   (m),   (m),   1/8,=
202410240027,   90,128.56472778, 38.25085068,  7620,  7620,  7620, 0.0,=
202410240027,   93,127.75443268, 37.94738007,   959,  7620,  7620, 3.0,=
202410240027,   95,127.30419922, 38.14786911,  7620,  7620,  7620, 0.0,=
202410240027,   98,127.06069946, 37.90187836,  7620,  7620,  7620, 0.0,=
202410240027,   99,126.76647949, 37.88589096,  7620,  7620,  7620, 0.0,=
202410240027,  100,128.71833801, 37.67713165,   518,  7620,  7620, 1.0,=
202410240027,  102,124.71237183, 37.97396088,  7620,  7620,  7620, 0.0,=
202410240027,  104,128.85534668, 37.80456161,  7620,  7620,  7620, 0.0,=
202410240027,  105,128.89099121, 37.75146866,  7620,  7620,  7620, 0.0,=
202410240027,  106,129.12432861, 37.50709152,  7620,  7620,  7620, 0.0,=
202410240027,  108,126.96579742, 37.57141876,  7620,  7620,  7620, 1.0,=
202410240027,  112,126.62490082, 37.47771835,  7620,  7620,  7620, 0.0,=
202410240027,  114,127.94658661, 37.33749008,  1042,  7620,  7620, 7.0,=
202410240027,  115,130.89863586, 37.48128891,   975,  1179,  7620, 7.0,=
202410240027,  119,126.98300171, 37.25746155,  7620,  7620,  7620, 1.0,=
202410240027,  121,128.45742798, 37.18125916,   975,  7620,  7620, 6.0,=
202410240027,  127,127.95249939, 36.97045135,   975,  7620,  7620, 7.0,=
202410240027,  129,126.49389648, 36.77658081,  7620,  7620,  7620, 1.0,=
202410240027,  130,129.41278076, 36.99176025,  7620,  7620,  7620, 0.0,=
202410240027,  131,127.44065857, 36.63924026,  1036,  7620,  7620, 7.0,=
202410240027,  133,127.37210083, 36.37199020,  1097,  7620,  7620, 1.0,=
202410240027,  135,127.99458313, 36.22024918,   792,  7620,  7620, 1.0,=
202410240027,  136,128.70733643, 36.57292938,  7620,  7620,  7620, 0.0,=
202410240027,  137,128.15740967, 36.40837097,  7620,  7620,  7620, 0.0,=
202410240027,  138,129.38002014, 36.03200912,  7620,  7620,  7620, 0.0,=
202410240027,  140,126.76135254, 36.00529861,  7620,  7620,  7620, 1.0,=
202410240027,  143,128.65295410, 35.87797165,  7620,  7620,  7620, 0.0,=
202410240027,  146,127.11717987, 35.84091949,  7620,  7620,  7620, 0.0,=
202410240027,  152,129.33468628, 35.58237076,  7620,  7620,  7620, 0.0,=
202410240027,  155,128.57281494, 35.17018890,  7620,  7620,  7620, 0.0,=
202410240027,  156,126.89156342, 35.17293930,  7620,  7620,  7620, 0.0,=
202410240027,  159,129.03202820, 35.10467911,  7620,  7620,  7620, 0.0,=
202410240027,  162,128.43560791, 34.84540939,  7620,  7620,  7620, 0.0,=
202410240027,  165,126.38150787, 34.81732178,  7620,  7620,  7620, 1.0,=
202410240027,  168,127.74063110, 34.73928833,  7620,  7620,  7620, 0.0,=
202410240027,  169,125.45104980, 34.68719101,  7620,  7620,  7620, 2.0,=
202410240027,  170,126.70182037, 34.39590073,  7620,  7620,  7620, 0.0,=
202410240027,  172,126.59899902, 35.34823990,  7620,  7620,  7620, 0.0,=
202410240027,  174,127.36940002, 35.02040100,  7620,  7620,  7620, 0.0,=
202410240027,  177,126.68772125, 36.65758896,   975,  7620,  7620, 6.0,=
202410240027,  181,127.38465881, 36.64001846,  1083,  7620,  7620, 8.0,=
202410240027,  184,126.52969360, 33.51411057,   924,  7620,  7620, 6.0,=
202410240027,  185,126.16282654, 33.29381943,  7620,  7620,  7620, 0.0,=
202410240027,  188,126.88020325, 33.38676834,  7620,  7620,  7620, 0.0,=
202410240027,  189,126.56529999, 33.24615860,  7620,  7620,  7620, 0.0,=
202410240027,  192,128.04003906, 35.16378021,  7620,  7620,  7620, 0.0,=
202410240027,  201,126.44634247, 37.70738983,  7620,  7620,  7620, 0.0,=
202410240027,  202,127.49446106, 37.48862839,   944,  7620,  7620, 7.0,=
202410240027,  203,127.48420715, 37.26398849,  7620,  7620,  7620, 0.0,=
202410240027,  211,128.16714478, 38.05986023,   952,  7620,  7620, 8.0,=
202410240027,  212,127.88043213, 37.68360138,  7620,  7620,  7620, 4.0,=
202410240027,  216,128.98928833, 37.17037964,  7620,  7620,  7620, 0.0,=
202410240027,  217,128.67347717, 37.37731934,  7620,  7620,  7620, 0.0,=
202410240027,  221,128.19433594, 37.15927887,  7620,  7620,  7620, 2.0,=
202410240027,  226,127.73415375, 36.48760986,   930,  7620,  7620, 7.0,=
202410240027,  232,127.29282379, 36.76216888,  1036,  7620,  7620, 4.0,=
